user_id,age_group,location,device_type,subscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,sessions_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
USER-000761,26-35,Mendoza,Mobile,Free,121,0,336.01,999.0,25,118.5,2.8,,0.0,0
USER-000762,26-35,Cordoba,,Free,362,31,241.88,86.0,19,52.1,,0.712,2.57,0
USER-000763,46-55,Otros,Desktop,Free,204,3,487.9,84.0,25,12.9,9.7,0.559,0.44,0
USER-000764,18-25,Buenos Aires,Mobile,Enterprise,294,48,409.38,94.0,14,74.6,13.5,0.38,4.9,1
USER-000765,,Buenos Aires,Desktop,Premium,154,20,18.15,92.0,27,6.4,16.3,0.26,3.9,1
USER-000766,18-25,Cordoba,Desktop,Premium,138,22,219.68,121.0,21,103.0,18.2,0.587,4.78,0
USER-000767,36-45,Mendoza,Desktop,Premium,215,50,429.83,129.0,1,16.2,16.1,0.241,6.98,0
USER-000768,55+,Otros,Mobile,Premium,21,7,246.26,,7,30.0,4.2,0.755,7.0,0
USER-000769,18-25,Cordoba,Desktop,Free,7,20,452.3,71.0,7,86.6,13.7,0.761,20.0,0
USER-000770,18-25,Buenos Aires,Mobile,Premium,22,5,399.81,85.0,27,27.6,11.9,0.739,5.0,1
USER-000771,36-45,Cordoba,Desktop,Premium,332,24,,143.0,30,102.9,16.4,0.179,2.17,1
USER-000772,26-35,Buenos Aires,Mobile,Basic,306,12,374.86,29.0,18,44.8,17.2,0.763,1.18,0
USER-000773,36-45,Buenos Aires,Mobile,Free,70,24,490.13,81.0,24,44.4,13.9,0.637,10.29,0
USER-000774,36-45,Rosario,Mobile,Free,99,29,164.8,75.0,26,27.0,13.9,0.118,8.79,1
USER-000775,18-25,Rosario,Desktop,Premium,220,38,166.87,,22,15.7,19.9,0.565,5.18,0
USER-000776,36-45,Buenos Aires,Mobile,Enterprise,121,3,490.76,85.0,4,99.5,,0.586,0.74,1
USER-000777,36-45,Buenos Aires,Desktop,Free,250,31,,76.0,26,79.5,17.1,0.793,3.72,0
USER-000778,26-35,Cordoba,Mobile,Free,85,25,201.62,,23,34.7,14.2,0.156,8.82,0
USER-000779,26-35,Buenos Aires,Desktop,Basic,85,3,426.41,77.0,14,78.9,12.0,0.354,1.06,0
USER-000780,26-35,Buenos Aires,Mobile,Premium,118,47,329.11,92.0,23,,2.9,0.628,11.95,0
USER-000781,26-35,Otros,Desktop,Free,290,3,,121.0,5,113.5,3.2,0.412,0.31,0
USER-000782,36-45,Otros,Desktop,Basic,192,2,68.21,101.0,15,37.0,,0.138,0.31,1
USER-000783,36-45,Otros,Desktop,Free,173,29,433.8,166.0,12,33.8,13.4,0.294,5.03,1
USER-000784,18-25,Buenos Aires,Desktop,Premium,304,14,21.28,,18,58.1,,0.076,1.38,1
USER-000785,18-25,Cordoba,Desktop,Basic,62,36,71.37,,2,85.9,17.4,0.43,17.42,1
USER-000786,46-55,Buenos Aires,Mobile,Basic,158,33,249.4,132.0,26,70.6,14.6,0.632,6.27,1
USER-000787,36-45,Buenos Aires,Desktop,Free,302,38,350.66,1.0,17,54.2,7.0,0.031,3.77,0
USER-000788,18-25,Buenos Aires,Mobile,Premium,71,2,51.46,31.0,16,36.5,19.4,0.137,0.85,0
USER-000789,18-25,Buenos Aires,Tablet,Basic,29,50,153.76,136.0,14,17.6,,,50.0,0
USER-000790,36-45,Cordoba,Desktop,Basic,185,2,126.18,48.0,4,36.7,16.8,0.766,,0
USER-000791,36-45,Rosario,Mobile,Premium,57,27,46.44,65.0,8,46.4,18.2,0.32,14.21,0
USER-000792,46-55,Rosario,Tablet,Free,323,13,44.57,68.0,20,83.9,4.7,,1.21,0
USER-000793,36-45,Cordoba,Mobile,Premium,29,20,,111.0,12,4.1,12.5,0.062,,1
USER-000794,26-35,Rosario,Mobile,Free,302,5,187.78,85.0,24,33.5,17.5,0.181,0.5,0
USER-000795,,Otros,Mobile,Enterprise,360,50,463.56,44.0,16,87.7,6.8,0.657,4.17,1
USER-000796,18-25,Buenos Aires,Mobile,Free,115,17,307.66,12.0,5,38.8,,0.145,4.43,0
USER-000797,55+,Cordoba,Mobile,Premium,18,30,300.23,,0,82.7,14.6,0.526,30.0,0
USER-000798,26-35,Mendoza,Mobile,Premium,292,23,356.68,63.0,21,73.4,14.4,0.146,2.36,0
USER-000799,36-45,Cordoba,Mobile,Basic,184,45,441.88,58.0,9,,2.7,0.245,7.34,1
USER-000800,46-55,,Mobile,Free,205,5,90.91,14.0,2,89.5,11.5,0.394,0.73,1
USER-000801,55+,Cordoba,Mobile,Premium,360,30,253.92,175.0,21,,,0.324,2.5,0
USER-000802,18-25,La Plata,Mobile,Basic,50,34,,,23,79.7,18.5,0.799,20.4,0
USER-000803,36-45,Buenos Aires,Mobile,Free,95,48,266.52,57.0,5,9.9,16.9,0.411,15.16,0
USER-000804,26-35,Cordoba,Mobile,Free,339,43,132.38,138.0,27,92.2,3.2,0.239,3.81,1
USER-000805,26-35,Buenos Aires,Desktop,Free,215,19,465.26,164.0,16,99.3,1.7,0.37,2.65,0
USER-000806,46-55,Buenos Aires,Mobile,Basic,49,19,183.41,,11,106.9,4.5,0.284,11.63,0
USER-000807,26-35,Buenos Aires,Mobile,Premium,314,26,,124.0,0,19.5,13.5,0.181,2.48,0
USER-000808,26-35,Cordoba,Desktop,Basic,163,17,63.26,112.0,21,100.9,4.1,0.283,3.13,1
USER-000809,18-25,La Plata,Desktop,Free,143,18,29.73,101.0,13,89.5,18.1,,3.78,0
USER-000810,46-55,Otros,Tablet,Free,264,31,279.56,174.0,22,16.2,,0.624,3.52,1
USER-000811,26-35,Otros,Desktop,Free,161,7,479.26,5.0,4,19.5,10.5,0.614,1.3,1
USER-000812,18-25,La Plata,Mobile,Basic,244,0,222.82,999.0,9,,,0.343,0.0,1
USER-000813,18-25,Cordoba,Mobile,Premium,49,16,,63.0,21,,4.8,0.565,9.8,0
USER-000814,36-45,,Mobile,Enterprise,313,37,318.16,38.0,7,15.3,8.6,0.219,3.55,1
USER-000815,46-55,Cordoba,Desktop,Free,267,3,196.37,,9,84.3,19.6,0.177,0.34,0
USER-000816,26-35,Cordoba,Desktop,Free,147,17,188.15,,22,50.8,7.1,0.038,3.47,0
USER-000817,18-25,Rosario,Mobile,Free,345,17,455.16,,13,23.0,19.0,0.291,1.48,0
USER-000818,18-25,Rosario,,Premium,210,8,172.29,92.0,23,93.7,11.0,0.297,1.14,1
USER-000819,26-35,Rosario,,Free,33,40,373.87,30.0,1,70.8,18.3,0.523,36.36,0
USER-000820,18-25,Cordoba,Mobile,Premium,268,39,178.02,121.0,24,25.0,14.7,0.035,4.37,0
USER-000821,26-35,Mendoza,Desktop,Premium,267,35,487.81,93.0,14,76.0,3.2,,3.93,1
USER-000822,,Otros,Mobile,Free,118,38,144.33,33.0,9,6.4,11.8,0.636,9.66,0
USER-000823,18-25,La Plata,Mobile,Basic,10,32,486.05,42.0,14,90.3,8.3,0.623,32.0,0
USER-000824,36-45,Buenos Aires,Mobile,Basic,160,37,351.39,131.0,14,61.0,14.7,,6.94,1
USER-000825,26-35,Buenos Aires,Mobile,Free,253,34,126.73,10.0,20,18.6,17.8,0.742,4.03,0
USER-000826,46-55,Buenos Aires,Tablet,Enterprise,227,13,271.95,0.0,20,42.3,12.5,0.295,1.72,1
USER-000827,46-55,La Plata,Mobile,Free,323,39,154.5,14.0,20,98.1,16.7,0.175,3.62,0
USER-000828,18-25,Otros,Mobile,Enterprise,222,49,470.12,,3,87.0,14.1,0.757,6.62,1
USER-000829,46-55,Rosario,Mobile,Premium,234,14,168.89,52.0,18,75.9,17.3,0.316,1.79,0
USER-000830,18-25,Mendoza,Mobile,Premium,137,5,253.02,117.0,5,98.1,,0.456,1.09,0
USER-000831,36-45,Buenos Aires,Mobile,Free,273,25,346.81,48.0,2,18.1,9.1,0.364,2.75,0
USER-000832,55+,Buenos Aires,Mobile,Premium,35,0,305.61,999.0,12,,3.1,0.011,0.0,0
USER-000833,46-55,Buenos Aires,Desktop,Free,36,40,303.82,2.0,30,95.2,11.3,0.655,33.33,1
USER-000834,18-25,Buenos Aires,Desktop,Premium,3,10,160.62,122.0,4,30.0,11.3,0.214,10.0,1
USER-000835,18-25,La Plata,Mobile,Free,87,32,444.36,106.0,4,1.1,5.3,0.181,11.03,1
USER-000836,18-25,Rosario,Mobile,Premium,168,24,346.52,28.0,15,21.2,3.1,,,0
USER-000837,26-35,Rosario,Mobile,Premium,221,5,448.84,154.0,4,22.2,11.1,0.48,0.68,0
USER-000838,26-35,La Plata,Desktop,Basic,18,18,180.71,26.0,8,110.0,13.6,0.746,18.0,1
USER-000839,36-45,Mendoza,Desktop,Enterprise,1,49,,81.0,4,47.5,14.7,0.628,49.0,1
USER-000840,46-55,Buenos Aires,Mobile,Premium,121,9,54.32,32.0,5,92.3,7.7,,2.23,1
USER-000841,,Cordoba,Desktop,Free,119,41,461.59,98.0,13,66.4,11.2,0.394,10.34,1
USER-000842,46-55,Cordoba,Mobile,Basic,91,36,390.53,,22,11.4,7.9,0.163,11.87,1
USER-000843,26-35,Cordoba,Mobile,Free,357,22,186.82,,9,55.8,,0.441,1.85,1
USER-000844,18-25,La Plata,Mobile,Free,150,44,,,23,,19.3,0.297,8.8,0
USER-000845,18-25,Rosario,Mobile,Basic,6,10,24.79,93.0,4,10.4,2.5,,10.0,0
USER-000846,18-25,Buenos Aires,Desktop,Premium,152,44,474.9,120.0,13,87.0,9.4,0.516,8.68,1
USER-000847,26-35,Buenos Aires,Desktop,Free,359,48,95.05,41.0,0,48.2,9.0,0.759,4.01,0
USER-000848,36-45,La Plata,Tablet,Basic,133,45,121.38,40.0,8,116.8,10.9,0.782,10.15,0
USER-000849,36-45,Cordoba,Mobile,Free,301,47,488.23,154.0,26,10.2,14.2,0.382,4.68,0
USER-000850,36-45,La Plata,Mobile,Premium,31,41,217.87,69.0,3,,,,39.68,0
USER-000851,18-25,Buenos Aires,Mobile,Free,194,38,15.38,79.0,6,66.7,13.1,0.026,5.88,1
USER-000852,18-25,Rosario,Mobile,Enterprise,228,30,32.38,80.0,2,113.3,1.2,0.285,3.95,1
USER-000853,55+,Cordoba,Mobile,Free,221,22,487.19,179.0,21,12.6,8.7,,,1
USER-000854,26-35,Mendoza,Mobile,Premium,314,30,297.32,9.0,9,20.2,14.0,0.063,2.87,1
USER-000855,18-25,Mendoza,Desktop,Premium,45,41,79.02,41.0,30,,19.9,0.487,27.33,1
USER-000856,46-55,Buenos Aires,Desktop,Free,98,23,315.5,110.0,1,107.0,15.7,0.31,7.04,0
USER-000857,,Rosario,Tablet,Basic,259,31,57.73,,4,92.2,6.9,0.694,,1
USER-000858,26-35,Cordoba,Mobile,Free,321,4,147.26,,11,11.6,4.4,,0.37,0
USER-000859,55+,Otros,Desktop,Basic,233,8,470.52,,15,5.7,17.3,0.321,1.03,0
USER-000860,46-55,Buenos Aires,Mobile,Premium,48,20,193.1,174.0,13,61.2,6.0,0.7,12.5,1
USER-000861,18-25,Otros,Mobile,Premium,16,44,412.41,2.0,4,,,0.127,44.0,1
USER-000862,46-55,Buenos Aires,Desktop,Basic,161,22,238.28,164.0,17,108.1,9.8,0.069,4.1,1
USER-000863,46-55,Otros,Desktop,Free,310,21,,,19,58.9,,0.381,2.03,0
USER-000864,26-35,Cordoba,Tablet,Free,223,13,166.89,8.0,19,,2.2,0.647,1.75,1
USER-000865,55+,Buenos Aires,Mobile,Free,145,48,345.0,69.0,8,76.6,2.6,,9.93,0
USER-000866,18-25,La Plata,Mobile,Basic,158,13,338.13,66.0,5,99.8,2.8,0.721,,0
USER-000867,55+,Buenos Aires,Mobile,Premium,190,30,242.99,176.0,25,20.1,14.2,0.284,4.74,1
USER-000868,36-45,La Plata,Mobile,Premium,11,12,48.13,170.0,18,74.4,7.2,0.789,12.0,1
USER-000869,18-25,La Plata,Tablet,Basic,203,20,65.67,172.0,13,32.3,14.7,0.791,2.96,0
USER-000870,36-45,Rosario,Mobile,Free,301,47,489.73,107.0,22,66.0,,0.302,4.68,0
USER-000871,18-25,Buenos Aires,Desktop,Enterprise,187,23,408.75,4.0,9,107.7,10.5,0.694,3.69,1
USER-000872,26-35,Otros,Mobile,Free,7,34,218.67,85.0,3,,,0.298,34.0,0
USER-000873,36-45,Cordoba,Mobile,Premium,82,44,343.34,162.0,9,84.5,18.8,0.725,16.1,1
USER-000874,55+,La Plata,Mobile,Basic,315,39,466.92,26.0,15,90.2,12.9,,3.71,1
USER-000875,,Rosario,Mobile,Free,41,26,113.82,116.0,17,46.3,4.7,0.376,19.02,0
USER-000876,26-35,Mendoza,Mobile,Premium,302,41,354.88,101.0,0,112.8,15.9,,4.07,0
USER-000877,46-55,Buenos Aires,Desktop,Premium,228,26,339.92,1.0,28,109.2,1.6,,,1
USER-000878,46-55,Cordoba,Desktop,Free,174,10,479.99,110.0,7,67.1,8.4,0.493,1.72,1
USER-000879,,La Plata,Mobile,Free,164,40,201.3,44.0,12,108.6,10.8,0.35,7.32,0
USER-000880,36-45,Buenos Aires,Mobile,Basic,315,25,423.09,160.0,29,32.0,,0.759,2.38,1
USER-000881,18-25,Buenos Aires,Mobile,Premium,261,9,23.63,139.0,29,116.7,,0.02,1.03,1
USER-000882,55+,Rosario,Desktop,Free,299,41,449.98,76.0,6,64.7,5.7,0.624,4.11,0
USER-000883,,Rosario,Mobile,Premium,172,40,21.34,148.0,27,13.3,9.7,,6.98,1
USER-000884,18-25,Buenos Aires,Mobile,Free,311,23,457.23,53.0,12,13.0,16.1,0.331,2.22,0
USER-000885,55+,Buenos Aires,Desktop,Free,116,20,320.44,115.0,25,20.2,6.7,0.723,,0
USER-000886,36-45,Rosario,Mobile,Enterprise,28,22,247.12,157.0,19,66.0,4.0,0.593,22.0,0
USER-000887,18-25,,Mobile,Basic,303,9,115.99,93.0,3,107.9,1.6,0.111,0.89,0
USER-000888,36-45,Otros,Mobile,Basic,323,5,180.79,141.0,20,36.0,15.2,0.397,0.46,1
USER-000889,46-55,Otros,Mobile,Free,103,45,,100.0,3,70.5,15.6,0.249,13.11,0
USER-000890,55+,Cordoba,Desktop,Basic,260,47,143.12,81.0,19,13.8,8.3,,5.42,0
USER-000891,26-35,Rosario,Mobile,Free,185,2,479.47,64.0,18,49.8,12.5,0.702,0.32,1
USER-000892,26-35,Buenos Aires,Mobile,Free,94,50,,62.0,2,26.6,8.1,0.116,15.96,1
USER-000893,18-25,Buenos Aires,Mobile,Free,205,29,288.06,82.0,28,28.7,2.3,0.227,4.24,1
USER-000894,26-35,Buenos Aires,Mobile,Basic,257,42,46.66,165.0,13,82.2,9.3,0.651,4.9,0
USER-000895,18-25,La Plata,Mobile,Enterprise,264,26,68.44,115.0,5,72.6,12.2,,2.95,1
USER-000896,26-35,Rosario,Desktop,Enterprise,355,29,149.34,103.0,1,107.6,18.4,0.031,2.45,1
USER-000897,18-25,Cordoba,Desktop,Basic,35,19,144.59,88.0,12,10.5,15.7,0.395,16.29,0
USER-000898,26-35,Rosario,Mobile,Premium,341,7,423.11,158.0,3,,1.9,0.008,0.62,1
USER-000899,,La Plata,Desktop,Free,312,5,103.67,94.0,26,108.4,19.8,,0.48,1
USER-000900,26-35,Mendoza,Mobile,Premium,339,4,139.23,176.0,19,95.2,8.2,0.559,,0
USER-000901,36-45,Buenos Aires,Mobile,Free,295,37,,105.0,20,54.2,3.3,0.422,,0
USER-000902,,,Mobile,Premium,70,30,120.66,67.0,24,36.3,2.6,0.447,12.86,1
USER-000903,36-45,Mendoza,,Free,241,31,39.53,,21,,16.6,0.15,3.86,1
USER-000904,26-35,La Plata,Desktop,Basic,312,20,382.64,79.0,22,55.0,3.9,0.404,1.92,0
USER-000905,18-25,Cordoba,Tablet,Premium,299,32,109.48,,6,9.2,,0.549,3.21,0
USER-000906,36-45,Buenos Aires,Desktop,Premium,70,15,18.13,117.0,5,,10.0,0.425,6.43,1
USER-000907,26-35,Otros,Mobile,Basic,185,9,204.49,110.0,16,40.7,9.4,0.296,1.46,1
USER-000908,36-45,Mendoza,Mobile,Free,340,25,96.56,70.0,16,73.3,10.9,0.087,,1
USER-000909,36-45,Otros,Mobile,Free,340,2,291.86,61.0,2,64.3,6.2,0.706,0.18,0
USER-000910,36-45,Cordoba,Mobile,Premium,7,44,141.45,52.0,5,94.5,7.6,0.23,,1
USER-000911,26-35,Buenos Aires,Mobile,Premium,60,39,243.61,78.0,27,108.9,5.5,0.252,19.5,0
USER-000912,18-25,Buenos Aires,,Enterprise,330,42,242.55,85.0,0,22.1,6.0,0.062,3.82,0
USER-000913,36-45,Buenos Aires,Mobile,,18,0,249.27,999.0,7,57.2,1.9,0.014,0.0,1
USER-000914,55+,La Plata,Mobile,Free,17,9,389.88,25.0,9,96.7,,0.393,9.0,0
USER-000915,55+,Buenos Aires,Mobile,Free,186,0,415.6,999.0,9,85.5,,,0.0,0
USER-000916,26-35,Buenos Aires,Mobile,Basic,60,9,489.53,,21,119.3,7.8,0.025,4.5,1
USER-000917,36-45,Otros,Mobile,Premium,70,12,461.12,96.0,20,13.8,6.2,0.502,5.14,1
USER-000918,46-55,Cordoba,Tablet,Basic,87,16,456.06,89.0,28,40.4,12.2,0.756,5.52,0
USER-000919,26-35,Buenos Aires,Mobile,Free,224,39,70.25,116.0,18,116.2,16.1,0.231,,0
USER-000920,26-35,Rosario,Mobile,Free,361,18,315.66,170.0,5,37.1,6.5,0.64,1.5,1
USER-000921,26-35,Buenos Aires,Desktop,Free,358,31,159.85,,11,79.6,1.0,0.201,2.6,0
USER-000922,46-55,,Mobile,Enterprise,186,35,85.97,22.0,22,,19.9,,5.65,0
USER-000923,46-55,Buenos Aires,Mobile,Premium,66,15,407.74,163.0,12,51.3,19.4,0.079,6.82,0
USER-000924,46-55,Rosario,Mobile,Basic,232,20,404.15,35.0,21,92.4,,0.333,2.59,0
USER-000925,26-35,Buenos Aires,Mobile,Basic,263,34,,111.0,3,17.5,9.4,0.251,3.88,0
USER-000926,,Cordoba,Mobile,Basic,15,26,236.03,143.0,0,,9.0,0.605,26.0,1
USER-000927,46-55,Mendoza,Mobile,Free,51,39,276.2,144.0,28,35.9,15.4,0.314,22.94,0
USER-000928,36-45,Cordoba,Desktop,Basic,159,3,51.48,69.0,26,118.4,3.0,0.475,0.57,1
USER-000929,36-45,Rosario,Desktop,Free,217,37,340.46,13.0,22,25.4,3.7,0.592,5.12,1
USER-000930,18-25,La Plata,Desktop,Free,112,40,162.34,1.0,25,58.7,14.1,0.092,10.71,0
USER-000931,18-25,La Plata,Mobile,Free,365,6,242.13,,14,47.5,18.6,0.24,0.49,1
USER-000932,55+,La Plata,Desktop,Basic,118,39,343.85,168.0,19,,3.8,0.017,9.92,1
USER-000933,46-55,Rosario,Mobile,Premium,293,34,108.17,122.0,9,35.4,2.9,0.471,3.48,0
USER-000934,36-45,Cordoba,Desktop,Free,177,26,408.61,37.0,0,34.7,3.3,0.312,,1
USER-000935,26-35,Rosario,Desktop,Basic,68,2,454.97,90.0,30,17.6,17.8,0.367,0.88,0
USER-000936,55+,Cordoba,Desktop,Basic,361,22,452.25,134.0,12,62.1,4.3,0.121,1.83,1
USER-000937,,Buenos Aires,Desktop,Premium,30,17,394.63,168.0,9,110.9,2.3,,17.0,0
USER-000938,26-35,Cordoba,Desktop,Basic,118,32,389.95,134.0,8,16.4,7.2,0.764,8.14,0
USER-000939,36-45,La Plata,Mobile,Free,187,46,88.0,24.0,21,13.6,18.8,0.381,7.38,1
USER-000940,55+,La Plata,Desktop,Free,247,11,366.8,98.0,24,116.8,18.5,0.05,1.34,1
USER-000941,18-25,La Plata,Mobile,Premium,237,38,319.33,7.0,29,21.7,3.0,0.36,4.81,0
USER-000942,55+,Rosario,Mobile,Free,297,28,342.64,57.0,6,89.3,9.2,0.423,,0
USER-000943,18-25,Buenos Aires,Tablet,Free,267,2,406.9,,11,93.2,11.8,0.692,,1
USER-000944,18-25,Mendoza,Tablet,Basic,191,31,103.17,53.0,18,,10.5,0.285,4.87,1
USER-000945,46-55,La Plata,Mobile,Basic,79,4,288.88,32.0,25,62.6,2.9,0.399,1.52,1
USER-000946,,Buenos Aires,Mobile,Premium,339,16,201.31,91.0,2,104.8,4.0,0.23,1.42,1
USER-000947,36-45,La Plata,Tablet,Basic,92,25,313.14,139.0,22,107.1,12.1,0.75,8.15,0
USER-000948,36-45,Buenos Aires,Mobile,Free,231,48,39.1,,17,98.2,7.3,0.606,6.23,1
USER-000949,18-25,Buenos Aires,Tablet,Premium,334,44,419.15,9.0,11,117.7,19.0,0.479,3.95,1
USER-000950,46-55,La Plata,Mobile,Free,52,46,30.45,9.0,15,,13.4,0.345,26.54,1
USER-000951,36-45,La Plata,Mobile,Premium,210,1,389.07,,17,73.4,8.2,0.547,0.14,1
USER-000952,36-45,Buenos Aires,Desktop,Basic,356,27,,140.0,4,14.8,,0.493,2.28,1
USER-000953,26-35,Buenos Aires,Tablet,Free,177,5,298.42,58.0,13,89.9,17.9,,0.85,0
USER-000954,18-25,La Plata,Desktop,Free,75,3,47.54,32.0,14,,,0.28,1.2,1
USER-000955,46-55,Otros,Mobile,Free,30,42,69.96,,2,30.8,11.3,0.396,42.0,0
USER-000956,46-55,La Plata,Mobile,Free,183,23,392.3,74.0,27,78.8,11.0,0.214,3.77,1
USER-000957,26-35,Buenos Aires,Mobile,Basic,8,39,248.24,20.0,6,109.5,17.0,0.417,39.0,0
USER-000958,,Buenos Aires,Mobile,Premium,209,9,27.58,60.0,22,53.4,15.5,0.762,1.29,0
USER-000959,26-35,Buenos Aires,Mobile,Free,355,5,39.26,156.0,12,59.9,17.4,0.308,0.42,0
USER-000960,18-25,Cordoba,Desktop,Basic,343,42,159.52,138.0,24,42.4,,0.487,3.67,0
USER-000961,46-55,Otros,Desktop,Basic,193,48,23.4,159.0,13,104.0,15.9,0.743,7.46,1
USER-000962,46-55,Rosario,Tablet,Premium,336,18,430.67,136.0,14,51.4,14.7,0.615,1.61,0
USER-000963,18-25,Cordoba,Desktop,Premium,232,8,454.78,71.0,25,82.2,6.2,0.799,1.03,0
USER-000964,26-35,Rosario,Mobile,Free,88,17,333.02,167.0,25,92.8,1.2,,5.8,0
USER-000965,26-35,Buenos Aires,Mobile,Basic,27,28,14.35,9.0,30,43.7,13.1,0.445,28.0,0
USER-000966,18-25,Otros,Mobile,Basic,156,20,477.11,112.0,5,31.7,,0.208,3.85,1
USER-000967,18-25,Rosario,Mobile,Basic,112,3,124.01,167.0,1,22.9,10.6,0.352,0.8,0
USER-000968,18-25,Mendoza,Mobile,Premium,203,16,487.89,,21,101.5,,0.432,2.36,1
USER-000969,36-45,Buenos Aires,Mobile,Basic,343,32,47.95,52.0,10,68.9,16.8,0.545,2.8,0
USER-000970,36-45,,Mobile,Free,329,50,186.54,104.0,28,78.6,9.9,,4.56,1
USER-000971,18-25,,Mobile,Free,47,37,22.51,155.0,6,97.2,10.7,,,1
USER-000972,36-45,Mendoza,Tablet,Free,105,37,25.97,38.0,12,91.8,13.3,0.764,10.57,1
USER-000973,36-45,Otros,Desktop,Premium,251,34,369.19,135.0,25,,10.0,0.42,4.06,0
USER-000974,26-35,Buenos Aires,Mobile,Premium,140,21,129.11,92.0,7,55.2,15.2,,,1
USER-000975,,Otros,Mobile,Free,242,35,257.77,92.0,20,58.6,5.4,0.629,4.34,0
USER-000976,36-45,La Plata,Mobile,Basic,248,49,455.54,172.0,18,80.2,12.5,0.637,5.93,1
USER-000977,26-35,Buenos Aires,Mobile,Enterprise,191,36,252.16,,28,22.4,9.6,0.133,5.65,0
USER-000978,26-35,Rosario,,Premium,151,8,436.03,,0,83.1,19.8,0.106,1.59,0
USER-000979,46-55,Otros,Mobile,Basic,94,35,,75.0,3,41.1,16.7,0.269,11.17,0
USER-000980,36-45,Otros,Mobile,Premium,54,22,,104.0,20,,16.9,0.231,12.22,1
USER-000981,36-45,Mendoza,Desktop,Basic,121,32,51.06,1.0,18,71.6,13.8,0.363,7.93,0
USER-000982,26-35,Cordoba,Mobile,Premium,201,6,123.81,,10,6.7,10.8,0.42,0.9,1
USER-000983,46-55,Cordoba,Mobile,Free,105,11,477.22,10.0,26,113.5,17.8,0.585,3.14,0
USER-000984,26-35,Rosario,Desktop,Free,145,18,91.14,,8,58.9,5.2,0.135,3.72,0
USER-000985,55+,Mendoza,Tablet,Basic,233,9,57.03,,26,61.5,4.2,,1.16,1
USER-000986,55+,Cordoba,Desktop,Free,345,1,191.07,,30,113.8,9.1,0.356,0.09,1
USER-000987,46-55,Buenos Aires,Mobile,Premium,301,7,227.76,110.0,15,32.3,17.4,0.794,0.7,0
USER-000988,18-25,Cordoba,Mobile,Premium,23,46,46.43,40.0,16,40.9,9.6,0.588,46.0,0
USER-000989,36-45,Mendoza,Mobile,Premium,21,27,59.22,180.0,25,63.0,4.6,0.447,,0
USER-000990,18-25,Rosario,Mobile,Free,45,24,437.34,56.0,21,,9.9,0.388,16.0,0
USER-000991,36-45,Buenos Aires,Mobile,Premium,270,33,430.01,,0,52.7,10.3,0.489,3.67,1
USER-000992,18-25,Cordoba,Mobile,Free,2,37,125.01,89.0,15,64.1,19.1,0.702,37.0,0
USER-000993,46-55,Rosario,Mobile,Basic,247,38,184.99,123.0,9,12.5,3.1,0.705,4.62,1
USER-000994,26-35,Cordoba,Mobile,Basic,218,11,237.72,81.0,21,,14.2,0.564,1.51,0
USER-000995,46-55,La Plata,Desktop,Basic,118,1,,,6,106.9,15.9,0.049,0.25,1
USER-000996,26-35,Buenos Aires,Mobile,Basic,200,25,137.74,13.0,8,58.8,5.2,0.509,3.75,1
USER-000997,26-35,Cordoba,Mobile,Free,342,13,391.98,28.0,30,116.2,12.6,0.103,1.14,1
USER-000998,18-25,Mendoza,Desktop,Free,89,45,173.31,90.0,24,92.2,2.2,0.039,15.17,0
USER-000999,26-35,Buenos Aires,Mobile,Basic,258,45,122.37,41.0,29,45.5,8.9,,5.23,0
USER-001000,46-55,Buenos Aires,Mobile,Premium,238,6,255.73,,1,19.7,6.7,0.184,0.76,1
