user_id,age_group,location,device_type,suscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,session_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
user_007281,46-55,Rosario,Móvil,Premium,329,17,261.86,134.0,25,99.6,10.5,,1.55,0
user_007282,18-25,La Plata,Desktop,Basic,328,15,476.13,167.0,23,91.0,1.2,0.925,1.37,1
user_007283,26-35,Buenos Aires,Desktop,Free,44,24,305.86,110.0,29,105.5,11.5,0.563,16.36,0
user_007284,18-25,Córdoba,Desktop,Free,9,41,83.88,6.0,19,11.9,18.2,0.235,41.0,1
user_007285,26-35,Mendoza,Tablet,Free,146,34,98.63,122.0,7,27.2,9.7,0.611,6.99,1
user_007286,46-55,Otros,Desktop,Premium,135,13,44.52,88.0,28,62.9,12.7,,2.89,0
user_007287,26-35,Rosario,Móvil,Basic,199,21,274.98,120.0,22,28.1,4.5,0.476,3.17,0
user_007288,26-35,Córdoba,Móvil,Premium,207,12,133.42,26.0,24,31.1,12.3,0.98,1.74,1
user_007289,36-45,Otros,Móvil,Basic,70,26,367.8,128.0,30,86.1,4.5,0.113,11.14,1
user_007290,26-35,Rosario,Móvil,Basic,244,47,95.73,96.0,15,73.2,9.8,0.168,5.78,1
user_007291,26-35,Córdoba,Móvil,Free,78,43,298.87,93.0,21,35.4,19.1,0.061,16.54,1
user_007292,46-55,Buenos Aires,Móvil,Free,351,11,56.7,144.0,4,107.6,13.0,0.29,0.94,1
user_007293,18-25,Buenos Aires,Móvil,Premium,259,50,294.58,150.0,18,75.7,3.9,0.49,5.79,0
user_007294,18-25,Buenos Aires,Desktop,Free,209,4,124.23,134.0,6,100.5,17.5,0.89,0.57,0
user_007295,26-35,Mendoza,Desktop,Free,344,2,489.43,81.0,2,39.9,4.9,0.219,0.17,1
user_007296,46-55,Otros,Móvil,Basic,302,36,77.98,10.0,22,117.9,4.6,0.769,3.58,1
user_007297,18-25,Mendoza,Móvil,Free,31,36,291.75,179.0,30,12.3,13.6,0.163,34.84,1
user_007298,26-35,Córdoba,Desktop,Free,217,0,357.92,999.0,9,84.6,6.6,0.7,0.0,0
user_007299,46-55,Mendoza,Desktop,Free,215,37,299.68,1.0,6,108.3,8.6,0.351,5.16,1
user_007300,26-35,Rosario,Móvil,Free,203,29,299.85,94.0,13,36.0,5.7,0.475,4.29,0
user_007301,18-25,Rosario,Móvil,Free,265,17,430.49,44.0,1,,3.2,0.09,1.92,1
user_007302,56+,Córdoba,Móvil,Premium,304,30,291.26,89.0,0,113.6,11.6,0.2,2.96,1
user_007303,56+,Buenos Aires,Móvil,Premium,129,19,298.16,157.0,26,112.7,11.5,,4.42,1
user_007304,36-45,Otros,Desktop,Free,54,26,150.7,13.0,20,87.0,16.4,,14.44,1
user_007305,,Buenos Aires,Móvil,Basic,250,30,250.49,78.0,30,118.3,7.9,0.044,,1
user_007306,18-25,Buenos Aires,Móvil,Basic,79,28,47.56,146.0,12,105.4,16.5,0.26,10.63,1
user_007307,46-55,Córdoba,Desktop,Premium,114,24,82.35,119.0,19,58.2,9.2,0.38,6.32,1
user_007308,36-45,Mendoza,Móvil,Free,74,18,39.23,38.0,17,74.7,17.8,0.15,7.3,1
user_007309,26-35,,Tablet,Premium,133,35,342.1,2.0,5,67.2,12.8,0.41,7.89,1
user_007310,,Córdoba,Móvil,Premium,11,7,405.69,124.0,24,41.8,15.8,0.368,7.0,1
user_007311,56+,Rosario,Móvil,Free,255,22,225.72,151.0,28,44.0,9.0,0.382,2.59,0
user_007312,36-45,Córdoba,Móvil,Free,295,0,258.26,999.0,10,33.8,19.4,,0.0,0
user_007313,46-55,Buenos Aires,Móvil,Free,155,19,492.65,123.0,18,2.5,11.6,0.892,,1
user_007314,26-35,Córdoba,Móvil,Premium,1,42,471.27,69.0,26,70.2,9.2,,,1
user_007315,26-35,La Plata,Desktop,Premium,178,35,497.31,77.0,17,4.5,15.4,0.717,5.9,1
user_007316,36-45,La Plata,Móvil,Premium,193,33,216.2,103.0,25,31.8,16.3,0.814,5.13,0
user_007317,,Otros,Desktop,Premium,84,29,197.26,26.0,14,55.4,2.2,0.637,10.36,1
user_007318,26-35,La Plata,Móvil,Free,280,2,88.9,5.0,30,11.8,15.6,0.278,,1
user_007319,18-25,Mendoza,Móvil,Premium,349,19,10.05,6.0,19,4.8,9.9,,1.63,1
user_007320,26-35,Buenos Aires,Desktop,Free,210,22,206.02,150.0,13,113.4,13.5,0.02,3.14,1
user_007321,36-45,Rosario,Desktop,Premium,35,1,205.25,145.0,19,21.6,10.5,,0.86,1
user_007322,56+,,Móvil,Free,69,11,81.04,0.0,30,102.7,11.1,0.932,4.78,0
user_007323,46-55,Otros,Móvil,Free,136,7,413.26,23.0,30,69.1,10.6,0.839,1.54,0
user_007324,56+,,Tablet,Basic,222,41,31.4,22.0,11,62.9,10.8,0.523,5.54,0
user_007325,46-55,Córdoba,Desktop,Free,299,11,386.1,14.0,24,78.5,13.4,,1.1,1
user_007326,26-35,Mendoza,Tablet,Basic,282,17,61.94,131.0,18,41.5,15.6,0.403,1.81,0
user_007327,56+,La Plata,Móvil,Basic,139,5,171.16,35.0,18,56.4,12.9,0.52,1.08,1
user_007328,26-35,Buenos Aires,Desktop,Free,155,12,487.78,180.0,12,67.7,11.5,0.699,2.32,1
user_007329,36-45,Buenos Aires,Desktop,Premium,94,36,235.37,127.0,20,70.3,10.3,0.907,11.49,0
user_007330,56+,Buenos Aires,Móvil,Basic,190,22,323.95,138.0,12,28.4,12.8,0.497,3.47,0
user_007331,36-45,La Plata,Móvil,Premium,162,12,70.81,42.0,9,76.3,12.6,0.717,2.22,0
user_007332,56+,La Plata,Desktop,Basic,88,41,133.03,102.0,13,64.1,11.7,0.494,13.98,0
user_007333,18-25,Córdoba,Móvil,Basic,220,8,121.9,100.0,27,119.0,4.4,0.771,1.09,1
user_007334,46-55,Buenos Aires,Móvil,Basic,50,5,380.76,173.0,21,65.9,9.5,0.686,,1
user_007335,26-35,Córdoba,Desktop,Basic,99,15,499.95,21.0,5,34.7,7.1,,4.55,1
user_007336,56+,Otros,Desktop,Basic,21,44,457.91,171.0,22,33.0,5.5,0.789,44.0,0
user_007337,,,Móvil,Basic,321,18,32.69,168.0,6,103.5,7.2,0.587,1.68,0
user_007338,26-35,Buenos Aires,Desktop,Free,186,50,495.7,33.0,8,,6.7,0.192,8.06,0
user_007339,18-25,La Plata,Móvil,Enterprise,29,19,164.44,54.0,9,84.8,17.4,0.595,19.0,0
user_007340,26-35,,Tablet,Free,198,14,263.34,176.0,10,72.4,18.7,0.956,,0
user_007341,26-35,La Plata,Móvil,,231,0,353.88,999.0,23,85.3,18.2,0.137,0.0,0
user_007342,36-45,Buenos Aires,Móvil,Free,287,50,446.17,36.0,7,50.1,4.1,,,0
user_007343,36-45,Buenos Aires,Desktop,Basic,106,5,57.22,70.0,22,107.3,1.6,0.522,1.42,1
user_007344,46-55,Buenos Aires,Desktop,Free,226,30,302.75,119.0,22,112.3,2.8,0.61,3.98,0
user_007345,18-25,Rosario,Móvil,Premium,288,27,346.34,37.0,26,63.1,17.5,,,0
user_007346,26-35,Córdoba,Móvil,Basic,187,37,331.53,166.0,22,88.7,12.1,0.655,5.94,0
user_007347,36-45,Buenos Aires,Desktop,Basic,19,47,425.01,9.0,30,36.6,3.7,0.094,47.0,0
user_007348,26-35,Rosario,Móvil,Basic,197,36,293.3,177.0,11,109.9,7.9,0.251,5.48,1
user_007349,18-25,Córdoba,Móvil,Basic,22,37,401.98,74.0,8,55.1,13.7,0.098,,0
user_007350,36-45,Buenos Aires,Móvil,Basic,298,26,317.56,92.0,22,105.5,1.1,0.569,2.62,0
user_007351,18-25,Rosario,Móvil,Free,120,34,158.51,21.0,12,26.4,6.3,0.12,8.5,0
user_007352,,Otros,Desktop,Premium,311,9,363.69,78.0,26,4.9,9.1,0.962,0.87,0
user_007353,56+,Córdoba,Desktop,Free,302,0,303.03,999.0,3,59.4,1.9,0.917,0.0,0
user_007354,46-55,Buenos Aires,Desktop,Free,15,44,168.37,108.0,17,117.4,9.7,0.927,44.0,1
user_007355,26-35,Rosario,Móvil,Free,174,25,76.78,152.0,2,,17.8,0.481,4.31,0
user_007356,36-45,Buenos Aires,Móvil,Basic,344,8,422.88,1.0,17,24.0,6.6,0.774,0.7,0
user_007357,18-25,Córdoba,Móvil,Basic,341,2,15.95,166.0,17,12.0,1.9,0.026,,1
user_007358,26-35,La Plata,,Free,293,28,483.55,145.0,29,112.6,9.0,0.515,2.87,1
user_007359,26-35,Córdoba,Móvil,,74,16,246.5,113.0,4,103.0,6.4,,6.49,0
user_007360,36-45,Rosario,Móvil,Basic,196,33,395.73,33.0,27,8.0,16.9,,5.05,1
user_007361,26-35,Córdoba,Móvil,Free,172,15,498.35,43.0,6,105.9,12.3,0.594,2.62,0
user_007362,46-55,Mendoza,Tablet,Basic,56,41,344.85,122.0,22,58.1,14.6,0.031,21.96,1
user_007363,26-35,Otros,Desktop,Premium,81,37,384.44,44.0,17,85.3,5.6,0.104,13.7,0
user_007364,18-25,Rosario,Móvil,Basic,268,36,309.45,24.0,4,,9.3,,4.03,0
user_007365,46-55,Buenos Aires,Móvil,Premium,188,19,295.97,178.0,9,99.9,11.3,0.629,3.03,0
user_007366,18-25,Rosario,Móvil,,114,14,332.97,156.0,11,11.8,17.1,0.417,3.68,1
user_007367,56+,Buenos Aires,Desktop,Free,33,36,133.37,115.0,4,76.8,17.0,,32.73,0
user_007368,26-35,Buenos Aires,Móvil,Basic,262,27,453.35,136.0,23,108.9,10.4,,3.09,1
user_007369,26-35,Rosario,Desktop,Enterprise,318,44,17.02,52.0,6,,19.4,0.381,4.15,1
user_007370,46-55,Córdoba,Móvil,Basic,210,2,305.98,9.0,2,,3.6,0.316,0.29,0
user_007371,56+,La Plata,Móvil,Free,37,3,390.7,85.0,15,,2.6,0.742,2.43,1
user_007372,26-35,Buenos Aires,Móvil,Free,238,34,317.69,69.0,22,114.1,7.3,0.087,4.29,1
user_007373,26-35,,Móvil,Free,67,18,297.52,33.0,10,7.8,8.7,,8.06,1
user_007374,26-35,Buenos Aires,Móvil,Free,311,17,399.73,125.0,3,11.1,7.1,0.241,1.64,0
user_007375,26-35,Otros,Móvil,Premium,358,44,223.08,21.0,6,12.5,3.2,0.129,3.69,1
user_007376,36-45,Córdoba,Tablet,Basic,68,24,425.57,60.0,10,13.2,8.2,0.134,,0
user_007377,26-35,La Plata,Desktop,Free,268,8,202.46,52.0,19,91.3,1.7,0.039,,1
user_007378,56+,Buenos Aires,Móvil,Free,144,35,122.4,1.0,0,69.6,6.1,0.223,7.29,1
user_007379,18-25,Córdoba,Móvil,Free,94,41,335.02,22.0,28,53.0,17.0,,13.09,1
user_007380,36-45,Buenos Aires,Desktop,Free,63,35,281.32,159.0,30,112.9,3.4,,16.67,1
user_007381,26-35,Rosario,Móvil,,352,29,116.71,109.0,26,116.1,13.5,0.382,2.47,0
user_007382,26-35,Córdoba,Móvil,Free,154,16,98.18,151.0,29,111.4,11.5,0.981,3.12,0
user_007383,26-35,La Plata,Móvil,Basic,282,18,216.6,82.0,25,89.6,8.2,0.034,1.91,1
user_007384,26-35,Buenos Aires,Desktop,Premium,8,39,444.92,128.0,22,96.3,15.7,0.889,39.0,0
user_007385,36-45,Rosario,Móvil,Premium,210,33,426.55,76.0,18,8.5,6.3,0.113,4.71,1
user_007386,46-55,Córdoba,Móvil,Free,96,28,117.94,172.0,8,73.0,15.0,,8.75,1
user_007387,18-25,Buenos Aires,Móvil,Basic,192,16,142.0,148.0,23,118.3,16.5,0.008,2.5,1
user_007388,56+,La Plata,Móvil,Free,332,35,404.09,50.0,22,,18.6,0.211,3.16,0
user_007389,26-35,La Plata,Móvil,Free,363,45,398.91,48.0,8,95.3,17.3,0.007,3.72,0
user_007390,46-55,Otros,Desktop,Basic,337,3,82.05,164.0,11,108.8,4.6,0.66,0.27,0
user_007391,26-35,Buenos Aires,Desktop,Free,68,25,210.52,75.0,13,98.4,12.5,,,1
user_007392,,Buenos Aires,Móvil,Enterprise,183,30,135.89,126.0,20,111.3,18.0,0.7,4.92,1
user_007393,26-35,Buenos Aires,Móvil,Basic,50,32,462.05,175.0,10,62.5,11.7,,19.2,1
user_007394,26-35,Córdoba,Móvil,Basic,160,23,489.3,8.0,7,34.7,11.5,0.428,4.31,1
user_007395,26-35,Buenos Aires,Desktop,Free,13,42,13.72,159.0,11,26.1,7.6,,42.0,1
user_007396,18-25,Buenos Aires,Desktop,Basic,125,49,425.8,98.0,2,119.9,19.1,0.769,11.76,0
user_007397,26-35,Buenos Aires,,Free,88,14,215.78,43.0,29,66.7,9.2,0.023,4.77,1
user_007398,36-45,Córdoba,Tablet,Premium,81,31,270.47,124.0,6,112.7,12.3,0.27,11.48,0
user_007399,26-35,Buenos Aires,Móvil,Basic,216,23,464.67,89.0,15,37.7,15.6,,,1
user_007400,56+,La Plata,Móvil,Basic,341,21,360.17,166.0,12,39.5,3.9,0.565,1.85,1
user_007401,46-55,Otros,Desktop,Premium,342,37,403.46,99.0,30,106.4,17.4,,3.25,0
user_007402,46-55,Buenos Aires,Desktop,Free,2,1,320.58,112.0,28,88.9,11.9,0.342,1.0,1
user_007403,56+,Córdoba,Desktop,Free,135,35,33.93,8.0,25,96.5,18.1,,7.78,1
user_007404,26-35,Mendoza,Desktop,Free,278,8,384.97,84.0,2,117.3,19.4,0.313,,0
user_007405,26-35,Rosario,Desktop,Premium,191,15,139.33,161.0,1,22.6,14.1,0.121,2.36,0
user_007406,56+,Buenos Aires,Móvil,Premium,52,27,316.11,112.0,14,89.2,6.4,,15.58,1
user_007407,56+,Buenos Aires,Móvil,Basic,28,2,437.35,9.0,6,13.2,15.4,0.483,2.0,0
user_007408,26-35,Mendoza,Desktop,Premium,245,6,307.8,25.0,22,52.1,15.4,0.713,0.73,1
user_007409,18-25,Buenos Aires,Móvil,Premium,128,48,433.49,114.0,19,30.4,11.5,0.74,11.25,0
user_007410,36-45,Rosario,Desktop,Enterprise,300,34,60.29,120.0,16,70.2,7.8,,3.4,0
user_007411,26-35,Otros,Móvil,Free,102,40,22.35,88.0,3,21.4,17.1,,11.76,1
user_007412,36-45,Buenos Aires,Desktop,Basic,50,29,55.54,19.0,7,,19.4,0.102,17.4,1
user_007413,56+,La Plata,Móvil,Premium,18,12,424.94,89.0,27,21.2,10.4,0.256,12.0,0
user_007414,18-25,Córdoba,Desktop,Free,2,42,354.47,171.0,16,84.1,4.9,0.758,,1
user_007415,36-45,Otros,Móvil,Basic,19,38,370.05,27.0,11,119.6,8.3,0.593,38.0,1
user_007416,36-45,Córdoba,Móvil,Basic,16,29,209.54,86.0,22,88.0,11.9,0.45,29.0,1
user_007417,18-25,Otros,Desktop,Free,238,29,260.68,24.0,28,59.5,2.6,0.858,3.66,1
user_007418,18-25,Buenos Aires,Móvil,Free,35,7,275.88,175.0,9,54.9,9.9,0.458,6.0,0
user_007419,18-25,Córdoba,Móvil,Basic,73,34,212.3,63.0,17,20.2,8.4,0.547,,0
user_007420,36-45,Córdoba,Desktop,Free,319,14,51.68,124.0,20,,5.1,0.33,,1
user_007421,46-55,La Plata,Móvil,Basic,300,0,146.56,999.0,6,119.2,13.2,0.74,0.0,0
user_007422,36-45,Otros,Desktop,Basic,294,43,199.5,154.0,28,84.5,7.5,0.679,,1
user_007423,26-35,Córdoba,Tablet,Free,86,0,255.92,999.0,28,109.0,10.8,0.083,0.0,0
user_007424,36-45,La Plata,Móvil,Free,111,44,169.91,170.0,16,54.2,16.4,0.962,11.89,0
user_007425,26-35,Otros,Móvil,Premium,258,26,240.44,75.0,2,48.0,10.3,,,1
user_007426,36-45,,Tablet,Premium,62,38,316.85,151.0,15,73.8,11.1,,18.39,0
user_007427,36-45,Mendoza,Desktop,Free,50,31,71.28,177.0,20,115.4,16.3,,18.6,0
user_007428,56+,,Desktop,Free,127,26,128.48,119.0,3,2.9,13.1,,6.14,1
user_007429,36-45,Otros,Móvil,,17,47,214.4,19.0,25,24.0,18.4,0.009,,1
user_007430,18-25,Córdoba,Móvil,Premium,195,22,484.52,11.0,23,115.7,15.6,0.45,3.38,1
user_007431,46-55,Buenos Aires,Móvil,Free,299,12,153.12,165.0,25,58.9,18.5,0.513,1.2,0
user_007432,26-35,Rosario,Desktop,Basic,103,7,115.58,59.0,3,97.4,3.5,0.681,2.04,1
user_007433,26-35,Rosario,Tablet,Premium,232,31,438.63,57.0,14,,18.1,0.132,,0
user_007434,56+,Otros,Desktop,Premium,115,3,481.13,130.0,7,,5.1,0.084,,1
user_007435,,Córdoba,Desktop,Basic,285,16,176.38,124.0,26,116.9,19.3,,1.68,1
user_007436,56+,Rosario,Desktop,Free,154,32,96.27,125.0,13,48.9,9.5,,6.23,1
user_007437,18-25,Buenos Aires,Tablet,Basic,238,6,79.51,52.0,22,59.1,8.8,,,0
user_007438,26-35,Buenos Aires,Desktop,Premium,251,49,417.7,170.0,11,79.8,14.3,,5.86,1
user_007439,26-35,Rosario,Móvil,Premium,138,41,58.38,101.0,3,34.0,10.9,0.476,8.91,0
user_007440,18-25,Córdoba,Desktop,Enterprise,9,10,366.86,110.0,16,112.9,3.8,0.127,10.0,1
user_007441,56+,Rosario,Móvil,Basic,33,6,445.84,88.0,12,29.2,17.2,0.927,,1
user_007442,18-25,La Plata,Desktop,Basic,193,23,327.41,130.0,4,107.2,18.2,0.657,3.58,0
user_007443,18-25,Buenos Aires,Móvil,Free,335,42,402.57,64.0,19,103.0,1.9,0.535,3.76,1
user_007444,18-25,Buenos Aires,Desktop,Free,245,21,498.54,106.0,24,117.5,11.5,0.588,2.57,1
user_007445,36-45,Buenos Aires,Desktop,Basic,242,21,292.26,74.0,11,75.6,13.7,0.892,2.6,0
user_007446,18-25,Mendoza,Desktop,Free,364,32,417.27,54.0,25,69.3,17.9,0.529,2.64,1
user_007447,26-35,Mendoza,Desktop,Basic,127,27,140.7,64.0,19,17.5,8.7,0.661,6.38,0
user_007448,36-45,Mendoza,Móvil,Basic,306,37,23.37,12.0,5,87.6,15.1,0.083,,1
user_007449,36-45,Rosario,,Free,138,38,10.58,34.0,0,40.8,1.3,0.973,8.26,0
user_007450,18-25,Mendoza,Desktop,Free,42,45,184.01,143.0,11,43.7,15.2,,32.14,1
user_007451,46-55,Otros,Móvil,Free,299,8,280.88,63.0,7,62.7,3.6,,0.8,0
user_007452,36-45,Mendoza,Desktop,Basic,202,26,244.09,99.0,22,,2.0,0.938,3.86,1
user_007453,36-45,Otros,Desktop,Free,184,3,36.85,4.0,8,80.1,18.7,0.202,0.49,0
user_007454,36-45,La Plata,Móvil,Free,292,29,215.3,40.0,22,111.7,16.2,0.856,2.98,0
user_007455,26-35,Buenos Aires,Móvil,Free,262,20,32.99,35.0,19,62.9,14.0,0.404,2.29,1
user_007456,26-35,Otros,Móvil,Basic,9,2,56.15,38.0,22,58.6,1.0,0.114,2.0,0
user_007457,56+,Córdoba,Desktop,Enterprise,61,26,140.37,68.0,19,86.0,7.0,0.903,12.79,1
user_007458,26-35,Rosario,Desktop,Free,154,19,232.47,38.0,5,15.1,13.8,0.686,,0
user_007459,36-45,Mendoza,Desktop,Basic,188,43,72.47,33.0,27,57.9,9.2,0.375,6.86,0
user_007460,36-45,Otros,Móvil,Premium,250,5,66.41,35.0,6,101.0,18.9,0.97,0.6,1
user_007461,36-45,La Plata,Móvil,Premium,287,3,86.06,159.0,16,24.4,15.1,0.747,0.31,1
user_007462,26-35,Buenos Aires,Móvil,Basic,128,18,17.75,63.0,17,,14.5,0.528,,1
user_007463,26-35,La Plata,Desktop,Basic,102,4,49.7,138.0,20,93.4,10.0,0.009,1.18,1
user_007464,36-45,Mendoza,Tablet,Free,235,23,286.12,44.0,7,35.4,9.0,0.229,2.94,0
user_007465,18-25,Buenos Aires,Desktop,Free,256,2,43.08,18.0,15,104.4,13.5,0.238,,0
user_007466,26-35,La Plata,Tablet,Premium,74,37,329.43,174.0,21,13.6,17.2,0.638,15.0,0
user_007467,36-45,Buenos Aires,Móvil,Basic,131,22,218.84,28.0,5,26.9,17.5,0.046,,1
user_007468,26-35,,Desktop,Free,142,2,85.11,26.0,24,16.2,1.5,0.436,0.42,1
user_007469,18-25,Córdoba,Tablet,Basic,245,33,315.13,131.0,7,111.3,10.9,0.376,4.04,1
user_007470,56+,Buenos Aires,Móvil,Basic,12,1,175.45,105.0,16,77.6,15.8,0.877,1.0,0
user_007471,18-25,Buenos Aires,Móvil,Basic,97,14,221.72,75.0,24,71.3,18.8,0.978,4.33,1
user_007472,,Mendoza,Móvil,Free,258,41,363.47,167.0,27,41.7,18.7,0.32,4.77,0
user_007473,36-45,Buenos Aires,Móvil,Basic,110,24,381.06,152.0,27,47.3,19.0,0.728,6.55,1
user_007474,26-35,Córdoba,Desktop,Free,352,25,365.37,57.0,6,64.6,6.1,,2.13,1
user_007475,36-45,Buenos Aires,,Premium,342,34,418.13,177.0,8,73.1,19.0,0.415,2.98,0
user_007476,18-25,,Desktop,Premium,151,43,279.81,39.0,10,,8.1,0.954,,1
user_007477,26-35,Buenos Aires,Móvil,Free,321,39,179.21,71.0,21,49.8,6.9,0.915,3.64,1
user_007478,,Buenos Aires,Móvil,Premium,32,43,461.94,158.0,29,,5.8,0.278,40.31,0
user_007479,36-45,Córdoba,Desktop,Premium,39,47,435.37,109.0,27,85.9,10.5,,36.15,0
user_007480,36-45,Rosario,Móvil,Premium,224,14,286.59,11.0,25,32.6,10.6,0.803,1.88,1
user_007481,36-45,Otros,Desktop,Premium,308,34,415.83,76.0,16,108.3,1.6,0.423,,0
user_007482,26-35,Rosario,Móvil,Basic,78,17,21.37,180.0,1,88.5,16.6,0.525,,1
user_007483,26-35,Rosario,Desktop,Free,274,9,90.53,126.0,17,96.2,15.7,,0.99,1
user_007484,36-45,Rosario,Móvil,Basic,0,43,98.91,156.0,26,108.5,4.8,0.757,43.0,1
user_007485,36-45,Rosario,Desktop,Premium,19,3,375.36,131.0,11,94.9,7.6,0.224,3.0,0
user_007486,26-35,Córdoba,Móvil,Free,120,3,458.42,53.0,29,56.3,18.3,0.075,0.75,0
user_007487,36-45,Rosario,Móvil,Premium,19,30,219.51,174.0,10,85.2,1.1,0.87,30.0,1
user_007488,26-35,Rosario,Móvil,Premium,263,16,152.55,19.0,1,13.8,13.8,0.57,1.83,0
user_007489,26-35,Buenos Aires,Móvil,Premium,237,8,114.82,17.0,14,68.9,6.2,0.974,1.01,1
user_007490,18-25,Córdoba,Móvil,Free,359,22,363.31,19.0,13,10.0,1.3,0.145,1.84,0
user_007491,46-55,Córdoba,Móvil,Premium,124,8,290.47,91.0,28,41.5,6.5,0.577,1.94,1
user_007492,18-25,,Móvil,Free,125,13,465.09,65.0,3,88.7,7.9,0.495,3.12,1
user_007493,18-25,Rosario,Móvil,Free,255,41,211.85,150.0,9,33.7,8.3,0.925,4.82,1
user_007494,18-25,Mendoza,Móvil,Free,180,8,340.54,129.0,4,25.1,12.6,0.334,1.33,1
user_007495,36-45,Córdoba,Desktop,Premium,191,12,246.19,104.0,22,60.5,3.9,0.472,1.88,1
user_007496,18-25,Otros,Tablet,Free,35,30,455.04,94.0,18,76.8,19.1,,25.71,1
user_007497,56+,Córdoba,Móvil,Basic,186,16,298.6,173.0,25,76.4,17.6,0.491,,0
user_007498,26-35,Buenos Aires,Móvil,Basic,44,16,279.84,104.0,6,39.0,17.2,0.148,10.91,0
user_007499,46-55,Córdoba,Desktop,Enterprise,308,14,120.06,92.0,21,115.2,16.2,0.188,1.36,1
user_007500,26-35,Buenos Aires,Móvil,Basic,323,39,191.74,120.0,27,51.2,11.3,0.937,3.62,1
user_007501,26-35,Rosario,Desktop,Basic,287,17,317.26,29.0,5,103.3,12.1,0.742,,1
user_007502,18-25,Buenos Aires,Móvil,Premium,133,38,359.17,22.0,18,,8.6,0.309,8.57,0
user_007503,56+,Buenos Aires,Desktop,Premium,57,32,88.87,22.0,14,30.9,6.4,,16.84,0
user_007504,36-45,Otros,Móvil,Free,53,36,71.28,24.0,3,17.6,11.9,,,1
user_007505,18-25,La Plata,,Free,127,0,77.36,999.0,5,56.6,11.2,,0.0,1
user_007506,36-45,Buenos Aires,Desktop,Free,13,47,250.76,5.0,30,59.0,1.5,0.858,47.0,1
user_007507,26-35,Buenos Aires,Móvil,Basic,228,16,251.35,71.0,2,10.3,10.4,0.803,2.11,0
user_007508,36-45,Rosario,Desktop,Free,52,25,254.58,110.0,2,114.6,20.0,,14.42,1
user_007509,56+,Córdoba,Móvil,Premium,309,36,195.57,53.0,19,10.6,1.6,0.555,,0
user_007510,36-45,Rosario,Tablet,Free,39,40,308.32,116.0,27,87.9,11.8,0.154,,0
user_007511,36-45,Córdoba,Móvil,Free,254,17,386.52,0.0,8,55.1,15.1,,2.01,1
user_007512,18-25,Buenos Aires,Móvil,Premium,230,37,11.11,3.0,29,59.3,18.7,0.21,4.83,0
user_007513,,Mendoza,Móvil,Basic,10,3,481.79,26.0,16,,15.9,0.26,3.0,0
user_007514,46-55,Mendoza,Móvil,Premium,142,0,241.54,999.0,20,72.8,13.5,0.156,0.0,0
user_007515,46-55,Córdoba,Móvil,Free,242,29,91.02,65.0,20,85.8,9.6,0.008,3.6,1
user_007516,36-45,Rosario,Desktop,Basic,113,7,160.86,97.0,4,19.8,12.8,,1.86,1
user_007517,18-25,Buenos Aires,Móvil,Free,65,6,326.37,11.0,27,85.6,19.4,0.288,2.77,0
user_007518,56+,Córdoba,Móvil,Free,147,20,288.96,55.0,16,76.2,15.7,0.448,4.08,0
user_007519,36-45,Mendoza,Tablet,Basic,104,41,350.16,35.0,17,15.1,11.6,,11.83,1
user_007520,46-55,Buenos Aires,Móvil,Basic,133,20,407.17,170.0,29,109.2,14.4,0.311,4.51,0
user_007521,56+,Mendoza,Móvil,Basic,238,0,188.34,999.0,15,71.4,9.3,0.238,,1
user_007522,56+,Rosario,Tablet,Free,63,33,55.07,135.0,12,21.5,14.5,0.532,,0
user_007523,46-55,Buenos Aires,Desktop,Free,8,43,363.48,135.0,21,47.8,1.9,0.864,43.0,0
user_007524,36-45,Otros,Móvil,Free,167,21,401.8,86.0,3,67.0,5.9,,,0
user_007525,36-45,Rosario,Móvil,Basic,263,0,207.28,999.0,28,,19.4,0.711,0.0,1
user_007526,26-35,Buenos Aires,Móvil,Premium,299,8,472.9,53.0,27,57.7,10.4,,0.8,1
user_007527,26-35,Buenos Aires,Móvil,Free,230,44,417.51,150.0,11,20.8,3.9,0.253,5.74,1
user_007528,36-45,Rosario,Tablet,Premium,72,41,162.4,36.0,0,44.0,10.6,0.995,17.08,1
user_007529,46-55,Córdoba,Desktop,Premium,279,7,123.73,164.0,18,80.1,13.8,0.957,,1
user_007530,56+,Rosario,Desktop,Free,288,5,359.01,76.0,1,93.5,13.7,0.437,0.52,1
user_007531,18-25,Buenos Aires,Desktop,Premium,106,49,131.05,82.0,10,93.2,17.8,0.65,13.87,0
user_007532,56+,Córdoba,Desktop,Basic,146,18,32.81,123.0,18,14.7,15.6,0.829,3.7,1
user_007533,26-35,Rosario,Móvil,Enterprise,352,14,412.66,113.0,20,,4.2,0.234,1.19,0
user_007534,56+,Buenos Aires,Móvil,Basic,148,11,371.63,97.0,16,35.1,7.6,0.975,,1
user_007535,26-35,Buenos Aires,Móvil,Free,199,0,189.06,999.0,24,,4.9,,0.0,1
user_007536,46-55,La Plata,Móvil,Premium,8,31,64.72,123.0,26,104.1,10.4,0.115,31.0,1
user_007537,18-25,Córdoba,Desktop,Free,320,9,415.27,168.0,17,17.5,16.7,,0.84,0
user_007538,18-25,Buenos Aires,Móvil,Basic,52,29,174.6,93.0,5,73.6,13.2,0.828,16.73,1
